i003acetonitrile	2765	i003	1	13	3	0	acetonitrile	-80.2	abs	1.3442	0.07	0.32	41.2511	0	0	0.1024	82.397	10.913	26.258	0	0	0	0	0	0	0	0	3.214	29.93	0	4.155	10.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.524
i003dimethylsulfoxide	2850	i003	1	13	3	0	dimethylsulfoxide	-82.4	abs	1.417	0	0.88	61.7758	0	0	0.7744	82.397	10.913	26.258	0	0	0	0	0	0	0	0	3.214	29.93	0	4.155	10.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.524
i003methanol	2698	i003	1	13	3	0	methanol	-74.3	abs	1.3288	0.43	0.47	31.77	0	0	0.2209	82.397	10.913	26.258	0	0	0	0	0	0	0	0	3.214	29.93	0	4.155	10.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.524
i004acetonitrile	2767	i004	1	13	3	0	acetonitrile	-75.7	abs	1.3442	0.07	0.32	41.2511	0	0	0.1024	126.9	16.518	57.428	12.388	0	0	0	0	0	0	0	2.772	28.528	0	1.4	8.364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.189
i006acetonitrile	2771	i006	1	13	3	0	acetonitrile	-70.9	abs	1.3442	0.07	0.32	41.2511	0	0	0.1024	138.709	21.143	68.597	12.952	0	0	0	0	0	0	0	1.859	25.18	0	0	4.666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.711
i010acetonitrile	2759	i010	1	13	3	0	acetonitrile	-67.5	abs	1.3442	0.07	0.32	41.2511	0	0	0.1024	143.592	26.309	81.455	16.154	0	0	0	0	0	0	0	0.327	15.375	0	3.096	2.463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170.227
i013acetonitrile	2773	i013	1	13	3	0	acetonitrile	-66.1	abs	1.3442	0.07	0.32	41.2511	0	0	0.1024	115.94	25.555	69.901	0	0	0	0	0	0	0	0	0.08	8.278	0	9.904	1.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.575
i013methanol	2705	i013	1	13	3	0	methanol	-59.5	abs	1.3288	0.43	0.47	31.77	0	0	0.2209	115.94	25.555	69.901	0	0	0	0	0	0	0	0	0.08	8.278	0	9.904	1.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.575
i014acetonitrile	2772	i014	1	13	3	0	acetonitrile	-59.8	abs	1.3442	0.07	0.32	41.2511	0	0	0.1024	169.605	36.238	109.016	22.233	0	0	0	0	0	0	0	0	5.004	0	3.695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205.843
i014methanol	2704	i014	1	13	3	0	methanol	-53.0	abs	1.3288	0.43	0.47	31.77	0	0	0.2209	169.605	36.238	109.016	22.233	0	0	0	0	0	0	0	0	5.004	0	3.695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205.843
i015acetonitrile	2775	i015	1	13	3	0	acetonitrile	-57.9	abs	1.3442	0.07	0.32	41.2511	0	0	0.1024	234.525	42.557	152.755	31.341	0	0	0	0	0	0	0	0.024	4.767	0	2.578	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.106
i018acetonitrile	2757	i018	1	13	3	0	acetonitrile	-76.8	abs	1.3442	0.07	0.32	41.2511	0	0	0.1024	103.606	59.287	42.534	79.432	0	0	0	0	0	0	0	2.823	27.997	0	2.376	3.318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.715
i018dimethylsulfoxide	2849	i018	1	13	3	0	dimethylsulfoxide	-79.8	abs	1.417	0	0.88	61.7758	0	0	0.7744	103.606	59.287	42.534	79.432	0	0	0	0	0	0	0	2.823	27.997	0	2.376	3.318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.715
i018methanol	2696	i018	1	13	3	0	methanol	-74.1	abs	1.3288	0.43	0.47	31.77	0	0	0.2209	103.606	59.287	42.534	79.432	0	0	0	0	0	0	0	2.823	27.997	0	2.376	3.318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.715
i019methanol	2687	i019	1	13	3	0	methanol	-72.1	abs	1.3288	0.43	0.47	31.77	0	0	0.2209	119.602	62.286	55.811	81.009	0	0	0	0	0	0	0	2.616	25.304	0	2.387	3.068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.504
i020methanol	2689	i020	1	13	3	0	methanol	-71.3	abs	1.3288	0.43	0.47	31.77	0	0	0.2209	125.243	61.575	57	79.45	0	0	0	0	0	0	0	2.817	27.976	0	2.371	3.316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.636
i021acetonitrile	2756	i021	1	13	3	0	acetonitrile	-74.4	abs	1.3442	0.07	0.32	41.2511	0	0	0.1024	125.057	61.661	56.813	79.463	0	0	0	0	0	0	0	2.821	28.035	0	2.381	3.323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.539
i021methanol	2693	i021	1	13	3	0	methanol	-71.7	abs	1.3288	0.43	0.47	31.77	0	0	0.2209	125.057	61.661	56.813	79.463	0	0	0	0	0	0	0	2.821	28.035	0	2.381	3.323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.539
i024methanol	2700	i024	1	13	3	0	methanol	-63.5	abs	1.3288	0.43	0.47	31.77	0	0	0.2209	122.76	65.9	66.787	75.113	0	0	0	0	0	0	0	0.842	16.354	0	5.587	4.538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.502
i029methanol	2685	i029	1	13	3	0	methanol	-69.6	abs	1.3288	0.43	0.47	31.77	0	0	0.2209	120.567	90.455	56.493	128.263	0	0	0	0	0	0	0	2.798	25.432	0	2.391	3.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213.820
i032acetonitrile	2770	i032	1	13	3	0	acetonitrile	-71.0	abs	1.3442	0.07	0.32	41.2511	0	0	0.1024	126.644	21.451	67.558	19.018	0	0	0	0	0	0	0	1.362	18.069	0	4.252	9.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.457
i033acetonitrile	2768	i033	1	13	3	0	acetonitrile	-69.2	abs	1.3442	0.07	0.32	41.2511	0	0	0.1024	145.768	20.512	81.047	19.766	0	0	0	0	0	0	0	0.903	17.271	0	3.249	6.758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.182
i033methanol	2701	i033	1	13	3	0	methanol	-62.9	abs	1.3288	0.43	0.47	31.77	0	0	0.2209	145.768	20.512	81.047	19.766	0	0	0	0	0	0	0	0.903	17.271	0	3.249	6.758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.182
i036acetonitrile	2769	i036	1	13	3	0	acetonitrile	-66.7	abs	1.3442	0.07	0.32	41.2511	0	0	0.1024	78.815	57.713	43.719	60.755	0	0	0	0	0	0	0	5.15	9.778	0	11.588	16.809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.678
i036dimethylsulfoxide	2851	i036	1	13	3	0	dimethylsulfoxide	-67.2	abs	1.417	0	0.88	61.7758	0	0	0.7744	78.815	57.713	43.719	60.755	0	0	0	0	0	0	0	5.15	9.778	0	11.588	16.809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.678
i036methanol	2702	i036	1	13	3	0	methanol	-60.8	abs	1.3288	0.43	0.47	31.77	0	0	0.2209	78.815	57.713	43.719	60.755	0	0	0	0	0	0	0	5.15	9.778	0	11.588	16.809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.678
i037methanol	2703	i037	1	13	3	0	methanol	-57.5	abs	1.3288	0.43	0.47	31.77	0	0	0.2209	100.096	88.587	59.096	113.813	0	0	0	0	0	0	0	5.138	8.723	0	8.864	16.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.821
i041dimethylsulfoxide	2802	i041	-1	13	3	0	dimethylsulfoxide	-54.9	abs	1.417	0	0.88	61.7758	0	0	0.7744	26.059	38.449	17.562	25.938	0	0	0	0	0	0	0	28.008	0	0	10.827	6.691	0	15.108	0	0	0	0	0	0	0	0	0	0	0	0	0	92.516
i043dimethylsulfoxide	2806	i043	-1	13	3	0	dimethylsulfoxide	-59.5	abs	1.417	0	0.88	61.7758	0	0	0.7744	13.936	21.825	0	0	0	0	0	0	0	0	0	48.722	9.62	0	44.449	12.997	0	14.971	0	0	0	0	0	0	0	0	0	0	0	0	0	84.483
i044dimethylsulfoxide	2804	i044	-1	13	3	0	dimethylsulfoxide	-52.9	abs	1.417	0	0.88	61.7758	0	0	0.7744	75.597	60.704	42.686	80.485	0	0	0	0	0	0	0	19.889	8.389	0	3.357	24.094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.190
i045dimethylsulfoxide	2807	i045	-1	13	3	0	dimethylsulfoxide	-47.7	abs	1.417	0	0.88	61.7758	0	0	0.7744	120.655	114.53	81.32	152.538	0	0	0	0	0	0	0	11.396	0	0	5.467	34.521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246.580
i046dimethylsulfoxide	2846	i046	-1	13	7	0	dimethylsulfoxide	-54.0	abs	1.417	0	0.88	61.7758	0	0	0.7744	0	38.872	0	0	0	0	0	0	0	0	0	27.924	0	0	20.872	0	0	15.852	0	0	0	0	0	0	0	0	0	0	0	0	0	66.797
i047acetonitrile	2780	i047	1	13	7	0	acetonitrile	-89.3	abs	1.3442	0.07	0.32	41.2511	0	0	0.1024	61.314	0	0	0	0	0	0	0	0	0	0	7.007	42.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.321
i047dimethylsulfoxide	2852	i047	1	13	7	0	dimethylsulfoxide	-93.9	abs	1.417	0	0.88	61.7758	0	0	0.7744	61.314	0	0	0	0	0	0	0	0	0	0	7.007	42.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.321
i047methanol	2712	i047	1	13	7	0	methanol	-85.6	abs	1.3288	0.43	0.47	31.77	0	0	0.2209	61.314	0	0	0	0	0	0	0	0	0	0	7.007	42.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.321
